price,locality,property_type,bedrooms,brand_new,furnished_status,builder,project_name,user_type,floor,date_posted,move_in,area_sqft,price_persqft
9500000.0,Kompally,Apartment,3,Resale,Furnished,JV of Universal Realtors,Jvr Vaishnavi Towers,Owner,5,2021-08-09,2021-08-01,1650.0,5757.575757575758
6500000.0,Bharat Nagar Moosapet,Apartment,3,Resale,Unfurnished,,,Owner,4,2021-08-12,2021-08-01,1180.0,5508.474576271186
13000000.0,Shaikpet,Apartment,3,New Property,Semi-Furnished,,Sai Residency Lakshmi Nagar Colony,Owner,4,2021-08-14,2021-08-01,2200.0,5909.090909090909
5500000.0,Bandari Layout,Apartment,3,Resale,Unfurnished,,,Owner,1,2021-08-14,2021-08-01,1652.0,3329.2978208232444
5500000.0,Nacharam,Apartment,2,Resale,Semi-Furnished,,,Owner,2,2021-08-09,2021-08-01,1100.0,5000.0
5400000.0,KTR Colony,Apartment,3,Resale,Unfurnished,,,Owner,2,2021-08-12,2021-08-01,1485.0,3636.3636363636365
5100000.0,Puppalaguda,Apartment,2,Resale,Unfurnished,,,Owner,2,2021-08-16,2021-08-01,1200.0,4250.0
13000000.0,Kondapur,Apartment,3,Resale,Semi-Furnished,,Bricks Vasantham,Owner,1,2021-08-10,2021-08-01,2232.0,5824.372759856631
12000000.0,Kondapur,Apartment,3,Resale,Semi-Furnished,Sark Group,Sark Heights One,Owner,5,2021-08-09,2021-08-01,1593.0,7532.956685499058
12000000.0,Alkapur Township Manikonda,Apartment,3,Resale,Unfurnished,RR Builders,Rr Village Pointe,Owner,4,2021-08-09,2021-08-01,1935.0,6201.550387596899
12500000.0,Nallagandla Serilingampally,Apartment,3,Resale,Unfurnished,Ramky Group,One Kosmos,Owner,5,2021-08-09,2021-08-01,1590.0,7861.635220125786
5000000.0,Jam Bagh,Apartment,2,Resale,Unfurnished,,,Owner,3,2021-08-09,2021-08-01,100.0,50000.0
12500000.0,Appa junction,Apartment,3,Resale,Furnished,Indis,PBEL City,Owner,15,2021-08-15,2021-08-01,1800.0,6944.444444444444
11500000.0,Khanamet,Apartment,2,Resale,Semi-Furnished,Gem Vivendas,Gem Ascentia,Owner,Ground,2021-08-15,2021-08-01,1450.0,7931.0344827586205
6900000.0,LB Nagar ,Apartment,2,New Property,Unfurnished,Namitha Developers,Namitha Everest,Owner,2,2021-08-16,2022-12-01,1500.0,4600.0
11500000.0,Bairagiguda,Residential House,5,New Property,Semi-Furnished,,,Owner,1,2021-08-15,2021-08-01,2600.0,4423.076923076923
7000000.0,Rajendra Nagar,Apartment,2,New Property,Semi-Furnished,Provident Housing Ltd.,Provident Kenworth,Owner,5,2021-08-16,2021-08-01,928.0,7543.103448275862
6800000.0,Appa junction,Apartment,2,Resale,Unfurnished,Giridhari Homes,Avighna,Owner,5,2021-08-16,2021-08-01,1400.0,4857.142857142857
5700000.0,Shadnagar,Villa,4,Resale,Semi-Furnished,CSK Realtors,CSK Green Villas,Owner,,2021-08-18,2021-08-01,267.0,21348.314606741573
9200000.0,Matrusri Nagar Miyapur ,Apartment,3,Resale,Semi-Furnished,,,Owner,2,2021-08-18,2021-08-01,1455.0,6323.024054982818
3800000.0,Begumpet,Builder Floor Apartment,2,Resale,Semi-Furnished,,,Owner,2,2021-08-18,2021-08-01,950.0,4000.0
3200000.0,Chanda Nagar,Builder Floor Apartment,2,Resale,Unfurnished,,Jagadhatri Residency,Owner,2,2021-08-18,2021-08-01,1250.0,2560.0
13000000.0,Ganesh Nagar-Nagole,Residential House,2,New Property,Unfurnished,,,Owner,1,2021-08-17,2021-08-01,2700.0,4814.814814814815
13000000.0,Whitefields,Apartment,3,Resale,Semi-Furnished,,,Owner,1,2021-08-18,2021-08-01,1736.0,7488.479262672811
4320000.0,Bandari Layout,Apartment,2,Resale,Unfurnished,,,Owner,2,2021-08-18,2021-08-01,1190.0,3630.252100840336
3510000.0,Kollur,Apartment,3,Resale,Unfurnished,EVK Projects Pvt Ltd. ,EVK Avasa,Owner,1,2021-08-18,2024-04-01,1170.0,3000.0
9858000.0,Narsingi,Apartment,3,Resale,Unfurnished,,,Owner,10,2021-08-18,2024-12-01,1860.0,5300.0
11487500.0,Red Hills Lakdikapul ,Apartment,3,Resale,Unfurnished,,,Owner,5,2021-08-18,2021-08-01,1675.0,6858.20895522388
6500000.0,Shamirpet,Villa,2,Resale,Unfurnished,Prajay Engineers Syndicate Ltd.,Prajay Homes Phase I,Owner,,2021-08-18,2021-08-01,1800.0,3611.1111111111113
6900000.0,Addagutta Society,Apartment,2,Resale,Unfurnished,,,Owner,2,2021-08-13,2021-12-01,1120.0,6160.714285714285
5500000.0,LB Nagar ,Apartment,2,Resale,Furnished,,,Owner,2,2021-08-13,2021-08-01,1000.0,5500.0
9000000.0,Manikonda,Apartment,3,Resale,Unfurnished,Civil Seva,Jahanavis My Homes,Owner,1,2021-08-14,,1595.0,5642.633228840125
11000000.0,K P H B Phase 6,Apartment,3,Resale,Semi-Furnished,,,Owner,3,2021-08-11,2021-08-01,1275.0,8627.450980392157
8000000.0,Gajularamaram,Apartment,3,Resale,Furnished,,Splendour Apartments,Owner,6,2021-08-11,2021-08-01,1933.0,4138.644593895499
5500000.0,Old Alwal,Apartment,2,Resale,Furnished,,,Owner,4,2021-08-13,2021-08-01,1132.0,4858.657243816255
12500000.0,Osman Nagar,Apartment,3,Resale,Unfurnished,Ananda Homes,Ozone Heights Osman Nagar,Owner,9,2021-08-10,2021-08-01,2204.0,5671.5063520871145
4499000.0,Manikonda,Apartment,2,Resale,Unfurnished,,,Owner,4,2021-08-11,2021-08-01,1000.0,4499.0
6950000.0,Uppal ,Apartment,2,Resale,Furnished,AV Constructions,A V Info Pride,Owner,1,2021-08-13,2021-08-01,1120.0,6205.357142857143
7500000.0,Dullapally ,Builder Floor Apartment,3,Resale,Unfurnished,,,Owner,5,2021-08-14,2021-10-01,1550.0,4838.709677419355
6200000.0,Toli Chowki,Apartment,4,Resale,Unfurnished,,,Owner,2,2021-08-13,2021-08-01,1450.0,4275.862068965517
3900000.0,Mallampet,Apartment,2,Resale,Unfurnished,,,Owner,2,2021-08-14,2021-08-01,1000.0,3900.0
8700000.0,Uppal ,Apartment,3,Resale,Unfurnished,,,Owner,4,2021-08-14,2021-08-01,1740.0,5000.0
7200000.0,Sainikpuri,Apartment,3,Resale,Unfurnished,,,Owner,1,2021-08-16,2021-12-01,1510.0,4768.211920529801
6400000.0,Czech Colony,Apartment,2,New Property,Furnished,,,Owner,Ground,2021-08-10,2021-08-01,926.0,6911.447084233261
4300000.0,Chandra Nagar Rhoda Mistri Nagar,Apartment,2,Resale,Unfurnished,,,Owner,2,2021-08-14,2021-08-01,850.0,5058.823529411765
5200000.0,Mailardevpally,Apartment,2,New Property,Unfurnished,,,Owner,2,2021-08-11,2022-01-01,1155.0,4502.164502164502
4329000.0,Budwel,Apartment,2,Resale,Unfurnished,,,Owner,5,2021-08-11,2021-08-01,1138.0,3804.042179261863
13000000.0,Madhapur,Apartment,3,Resale,Semi-Furnished,Vaishnavi Estates Pvt. Ltd.,Fresh Living Apartments,Owner,5,2021-08-11,2021-08-01,1660.0,7831.325301204819
6100000.0,Beeramguda Ramachandra Puram ,Apartment,2,Resale,Unfurnished,,,Owner,1,2021-08-12,2021-11-01,1352.0,4511.834319526627
5000000.0,Puppalaguda,Apartment,2,Resale,Semi-Furnished,,,Owner,2,2021-08-12,2021-08-01,1065.0,4694.835680751174
3509000.0,Kollur,Apartment,2,Resale,Semi-Furnished,EVK Projects Pvt Ltd. ,EVK Avasa,Owner,10,2021-08-09,2023-12-01,1170.0,2999.1452991452993
7500000.0,Kavadiguda ,Apartment,2,Resale,Semi-Furnished,,,Owner,1,2021-08-09,2021-08-01,1060.0,7075.471698113208
5900000.0,Miyapur ,Apartment,3,Resale,Unfurnished,Krishna Sai Project Pvt. Ltd.,Krishna Sai Apartment,Owner,4,2021-08-15,2021-08-01,1425.0,4140.350877192983
10500000.0,Peerzadiguda ,Residential House,2,Resale,Unfurnished,,,Owner,Ground,2021-08-17,2021-08-01,175.0,60000.0
6422000.0,Suchitra Circle,Apartment,2,New Property,Unfurnished,,,Builder,2,2021-08-07,2022-11-01,1235.0,5200.0
7000000.0,Chintalakunta,Apartment,2,Resale,Unfurnished,,,Owner,4,2021-08-17,2021-08-01,1035.0,6763.285024154589
10500000.0,Nallagandla Serilingampally,Apartment,2,Resale,Unfurnished,Aparna Constructions and Estates Pvt. Ltd.,Aparna Sarovar Zenith,Owner,17,2021-08-15,2021-08-01,1345.0,7806.691449814127
13365000.0,Miyapur ,Apartment,3,Resale,Unfurnished,,,Owner,9,2021-08-16,2021-11-01,1782.0,7500.0
6000000.0,Kompally,Apartment,2,Resale,Unfurnished,Veda Builders,Hari Hara Avenue,Owner,4,2021-08-18,2021-08-01,1240.0,4838.709677419355
9299996.0,Miyapur ,Apartment,3,New Property,Unfurnished,,,Owner,2,2021-08-11,2021-10-01,1450.0,6413.7903448275865
6500000.0,Kazipally,Residential House,2,Resale,Unfurnished,,,Owner,1,2021-08-10,2023-06-01,1150.0,5652.173913043478
11000000.0,Basheer Bagh ,Apartment,6,Resale,Unfurnished,,,Owner,4,2021-08-16,2021-08-01,1688.0,6516.587677725119
8800000.0,Alkapur Township Manikonda,Apartment,3,Resale,Furnished,Anuhar Homes Pvt. Ltd.,Anuhar Colors,Owner,2,2021-08-12,2021-08-01,1604.0,5486.284289276808
2200000.0,Shamirpet,Apartment,2,New Property,Unfurnished,Bhuva Teza Infra Projects Ltd,Happy Homes II,Agent,2,2021-08-12,2022-07-01,1100.0,2000.0
7500000.0,Gachibowli,Apartment,2,Resale,Semi-Furnished,Manjeera Construction,Manjeera Diamond Towers,Owner,Ground,2021-08-15,2021-08-01,1077.0,6963.788300835655
3555000.0,Kollur,Apartment,2,New Property,Unfurnished,BhuvanTeza Infrastructures LLP,Aura,Owner,2,2021-08-18,2023-08-01,1185.0,3000.0
4000000.0,Mailardevpally,Apartment,2,Resale,Semi-Furnished,,,Owner,5,2021-08-09,2021-10-01,1014.0,3944.7731755424065
8500000.0,Dammaiguda,Residential House,2,Resale,Unfurnished,,,Owner,1,2021-08-09,2021-08-01,1400.0,6071.428571428572
8667500.0,Bairamalguda Karmanghat,Apartment,3,Resale,Unfurnished,,,Owner,2,2021-08-17,2021-08-01,1485.0,5836.700336700336
4500000.0,Kompally,Apartment,2,Resale,Unfurnished,Indis,VB City,Owner,4,2021-08-14,2021-08-01,842.0,5344.418052256532
6888000.0,Kapra,Apartment,3,Resale,Unfurnished,,,Owner,3,2021-08-18,2021-08-01,1450.0,4750.3448275862065
9400000.0,ECIL,Builder Floor Apartment,3,New Property,Semi-Furnished,SM Constructions,SM Plaza,Owner,3,2021-08-08,2021-08-01,1875.0,5013.333333333333
3199257.0,Kollur,Apartment,2,Resale,Unfurnished,,,Owner,1,2021-08-08,2023-04-01,1143.0,2799.0
10700000.0,Mamatha Nagar Colony,Apartment,3,Resale,Furnished,,Anvesh Kuteer,Owner,3,2021-08-04,2021-08-01,2040.0,5245.098039215686
8000000.0,Kompally,Apartment,3,Resale,Unfurnished,ZR Infra Ltd.,ZR Ivory Towers,Owner,3,2021-08-04,2021-08-01,1720.0,4651.162790697675
6050000.0,Bank Colony-Kapra,Apartment,2,Resale,Unfurnished,,,Owner,1,2021-08-04,2021-08-01,1150.0,5260.869565217391
5800000.0,Balanagar,Builder Floor Apartment,2,Resale,Unfurnished,Vasathi Developers,Vasathi Housing,Owner,5,2021-08-04,2021-08-01,1235.0,4696.356275303644
6200000.0,Hanuman Nagar-Rajendra Nagar,Apartment,2,Resale,Unfurnished,Provident Housing Ltd.,Provident Kenworth,Owner,3,2021-08-07,2021-10-01,940.0,6595.744680851064
3600000.0,Nagaram,Apartment,2,Resale,Furnished,,,Owner,3,2021-08-04,2021-08-01,1142.0,3152.364273204904
6500000.0,Rampally,Residential House,4,Resale,Furnished,,,Owner,Ground,2021-08-08,2021-08-01,113.0,57522.12389380531
7900000.0,Kompally,Apartment,3,Resale,Unfurnished,,,Owner,5,2021-08-08,2022-04-01,1685.0,4688.427299703264
7800000.0,Gajularamaram,Apartment,3,Resale,Unfurnished,ARK Group,Ark Hema,Owner,1,2021-08-07,2021-08-01,1280.0,6093.75
8000000.0,Dammaiguda,Residential House,4,Resale,Semi-Furnished,,,Owner,,2021-08-07,2021-08-01,1764.0,4535.14739229025
6500000.0,LB Nagar ,Apartment,2,Resale,Furnished,,,Owner,2,2021-08-04,2021-08-01,981.0,6625.891946992864
10000000.0,R K Puram Secunderabad,Apartment,3,Resale,Furnished,,,Owner,1,2021-08-04,2021-08-01,1550.0,6451.612903225807
9300000.0,Aminpur,Residential House,2,Resale,Furnished,,,Agent,Ground,2021-08-06,2021-08-01,145.0,64137.93103448276
14000000.0,Nagaram,Residential House,2,Resale,Unfurnished,,,Owner,Ground,2021-08-07,2021-08-01,150.0,93333.33333333333
4200000.0,,Apartment,2,Resale,Unfurnished,,,Owner,2,2021-08-05,2021-08-01,1040.0,4038.4615384615386
6900000.0,Ravi Colony,Apartment,2,Resale,Unfurnished,,,Owner,3,2021-08-05,2021-08-01,1245.0,5542.168674698795
8000000.0,Mokila,Apartment,3,Resale,Unfurnished,Nikhila Constructions and Developers,Vivanta Central Court,Owner,5,2021-08-08,2021-08-01,1875.0,4266.666666666667
6300000.0,Kompally,Apartment,2,Resale,Unfurnished,,Harmony Park,Owner,4,2021-08-04,2021-08-01,1250.0,5040.0
9600000.0,,Residential House,2,Resale,Semi-Furnished,,,Owner,Ground,2021-08-04,2021-08-01,115.0,83478.26086956522
7500000.0,KPHB Phase 9,Apartment,3,New Property,Semi-Furnished,,,Owner,5,2021-08-07,2021-08-01,1520.0,4934.210526315789
6080000.0,Beeramguda Ramachandra Puram ,Apartment,2,Resale,Unfurnished,,,Owner,1,2021-08-05,2021-11-01,1352.0,4497.041420118343
10000000.0,Hitech City,Apartment,2,Resale,Unfurnished,Cybercity Builders and Developers Pvt. Ltd.,Marina Skies,Owner,27,2021-08-04,2021-08-01,1210.0,8264.462809917355
11500000.0,Shaikpet,Apartment,2,Resale,Unfurnished,Salarpuria Sattva Group,Salarpuria Sattva Magnus,Owner,6,2021-08-04,2021-08-01,1280.0,8984.375
4500000.0,,Apartment,2,Resale,Semi-Furnished,,,Owner,3,2021-08-05,2021-08-01,1000.0,4500.0
6800000.0,ECIL,Apartment,2,Resale,Unfurnished,,,Owner,2,2021-08-04,2021-08-01,1215.0,5596.707818930041
6350000.0,Prashant Hills Rai Durg,Apartment,2,Resale,Semi-Furnished,,,Owner,3,2021-08-08,2021-08-01,1069.0,5940.130963517306
6000000.0,Gajularamaram,Apartment,2,Resale,Semi-Furnished,,,Agent,5,2021-08-03,2021-08-01,2318.0,2588.4383088869718
6000000.0,Pragathi Nagar Kukatpally,Apartment,3,Resale,Unfurnished,,,Owner,3,2021-08-08,2021-08-01,1479.0,4056.7951318458418
6800000.0,Chandanagar ,Apartment,2,Resale,Semi-Furnished,,,Owner,1,2021-08-11,2021-08-01,1225.0,5551.0204081632655
3100000.0,Chintal ,Apartment,2,Resale,Unfurnished,,,Owner,4,2021-08-18,2021-08-01,850.0,3647.0588235294117
6400000.0,Bachupally,Apartment,2,Resale,Semi-Furnished,Praneeth Developers,Pranay Pranav Zenith,Owner,4,2021-08-18,2021-08-01,1060.0,6037.735849056604
12200000.0,Kondapur,Residential House,3,Resale,Semi-Furnished,Reliance Builders,Reliance Elegance,Owner,1,2021-08-18,2021-08-01,2051.0,5948.317893710385
14500000.0,Uppal Kalan,Residential House,8,Resale,Furnished,,,Owner,1,2021-08-18,2021-08-01,2800.0,5178.571428571428
7200000.0,Banjara Hills ,Apartment,1,Resale,Semi-Furnished,Shanta Sriram Constructions Pvt. Ltd.,Dukes Galaxy,Owner,1,2021-08-02,2021-08-01,630.0,11428.57142857143
4900000.0,Alwal,Apartment,2,Resale,Unfurnished,,,Owner,1,2021-08-02,2021-08-01,1100.0,4454.545454545455
5640000.0,Attapur,Apartment,2,Resale,Unfurnished,,,Owner,5,2021-07-31,2021-08-01,1140.0,4947.368421052632
5700000.0,Neknampur Manikonda,Apartment,3,Resale,Semi-Furnished,,,Owner,1,2021-08-17,2021-08-01,1350.0,4222.222222222223
4800000.0,Sri Sai Nagar Chintalakunta,Apartment,2,Resale,Furnished,,,Owner,Ground,2021-08-12,2021-08-01,1140.0,4210.526315789473
6500000.0,Uppal ,Apartment,3,Resale,Unfurnished,,,Owner,2,2021-08-11,2021-08-01,1458.0,4458.161865569273
13500000.0,Bairagiguda,Residential House,2,Resale,Unfurnished,,,Owner,1,2021-08-01,2021-08-01,2300.0,5869.565217391304
6200000.0,Nizampet,Apartment,3,Resale,Semi-Furnished,Siri balaji constructions,Siri Balaji Towers,Owner,3,2021-08-01,2021-08-01,1405.0,4412.811387900356
7000000.0,Pragathi Nagar Kukatpally,Apartment,3,Resale,Unfurnished,,,Owner,1,2021-08-01,2021-08-01,1450.0,4827.586206896552
3265000.0,Chanda Nagar,Apartment,2,Resale,Semi-Furnished,,,Owner,1,2021-08-09,2021-08-01,790.0,4132.911392405063
8500000.0,Brindavan Colony,Apartment,4,Resale,Semi-Furnished,,,Owner,4,2021-07-30,2021-08-01,1445.0,5882.35294117647
14500000.0,Nallagandla Serilingampally,Apartment,3,Resale,Semi-Furnished,Aparna Constructions and Estates Pvt. Ltd.,Aparna Sarovar,Owner,14,2021-08-17,2021-08-01,1800.0,8055.555555555556
6200000.0,Pragathi Nagar Kukatpally,Apartment,2,New Property,Furnished,,,Owner,5,2021-07-30,2021-08-01,1280.0,4843.75
4300000.0,Medchal,Apartment,2,Resale,Unfurnished,,,Owner,2,2021-07-30,2021-08-01,1275.0,3372.549019607843
7000000.0,Hayathnagar ,Residential House,1,Resale,Unfurnished,,,Owner,1,2021-08-02,2021-08-01,120.0,58333.333333333336
13600000.0,Safari Nagar,Apartment,3,Resale,Furnished,,,Owner,4,2021-08-05,2021-08-01,2200.0,6181.818181818182
7500000.0,Kondapur,Apartment,2,Resale,Unfurnished,,,Owner,3,2021-08-17,2021-08-01,1175.0,6382.978723404255
5990000.0,Nagole,Apartment,2,Resale,Unfurnished,,,Owner,4,2021-08-18,2021-08-01,1144.0,5236.013986013986
3500000.0,Beeramguda Ramachandra Puram ,Apartment,2,New Property,Semi-Furnished,Sai Priya Constructions Ltd,Sai Priya Homes,Owner,Ground,2021-08-18,2021-08-01,1300.0,2692.3076923076924
4800000.0,Beeramguda Ramachandra Puram ,Apartment,2,Resale,Semi-Furnished,,,Owner,2,2021-08-18,2021-08-01,1120.0,4285.714285714285
5350000.0,Neknampur Manikonda,Apartment,2,New Property,Unfurnished,,,Owner,3,2021-08-18,2021-08-01,1080.0,4953.7037037037035
14500000.0,Medipally,Residential House,5,Resale,Unfurnished,,,Owner,1,2021-08-18,2021-08-01,2940.0,4931.972789115646
4800000.0,Neredmet,Apartment,2,Resale,Unfurnished,,,Owner,1,2021-08-18,2021-08-01,1040.0,4615.384615384615
10575000.0,Shilpa Hills,Apartment,3,Resale,Unfurnished,,,Owner,2,2021-08-02,2022-07-01,1550.0,6822.580645161291
7400000.0,Hyderaguda-Attapur,Apartment,2,Resale,Unfurnished,,,Owner,3,2021-08-06,2021-10-01,1436.0,5153.203342618384
3600004.0,Kompally,Apartment,2,New Property,Unfurnished,,,Owner,8,2021-08-06,2024-03-01,1383.0,2603.0397686189444
10500000.0,Miyapur ,Apartment,3,Resale,Furnished,,Manasa BHEL Executive Towers,Owner,2,2021-08-03,2021-08-01,1610.0,6521.739130434783
11300000.0,Nallagandla Serilingampally,Apartment,2,Resale,Unfurnished,Aparna Constructions and Estates Pvt. Ltd.,Aparna Sarovar Zenith,Owner,9,2021-08-02,2022-06-01,1345.0,8401.486988847584
12500000.0,Sangeet Nagar Kukatpally ,Apartment,3,Resale,Semi-Furnished,Emami Realty Ltd.,Emami Swanlake,Owner,15,2021-07-30,2021-08-01,1549.0,8069.722401549387
7441500.0,Bachupally,Apartment,3,New Property,Unfurnished,,,Agent,1,2021-08-14,2025-03-01,1353.0,5500.0
6900000.0,Nagole,Apartment,2,Resale,Unfurnished,,,Owner,1,2021-08-03,2021-08-01,1100.0,6272.727272727273
5000000.0,Malakpet ,Apartment,2,Resale,Furnished,,,Owner,2,2021-08-01,2021-08-01,921.0,5428.881650380022
8700000.0,Mallampet,Residential House,2,Resale,Semi-Furnished,,,Owner,1,2021-07-30,,178.0,48876.40449438202
11200000.0,Gachibowli Phase 3,Apartment,2,Resale,Unfurnished,,,Owner,20,2021-07-30,2021-08-01,1283.0,8729.540140296182
7300000.0,Miyapur ,Apartment,2,Resale,Unfurnished,,,Owner,5,2021-08-03,2021-08-01,1287.0,5672.105672105672
7500000.0,Sai Nagar-Komapally ,Apartment,3,Resale,Semi-Furnished,,,Owner,3,2021-08-02,2021-08-01,1445.0,5190.311418685121
8500000.0,Nagole,Apartment,3,Resale,Unfurnished,,,Owner,4,2021-07-21,2021-08-01,1530.0,5555.555555555556
12500000.0,Barkatpura Kachiguda ,Apartment,3,Resale,Unfurnished,,,Owner,5,2021-07-25,2021-08-01,1820.0,6868.131868131868
7600000.0,Sri Ram Nagar Colony Banjara Hills,Apartment,1,Resale,Semi-Furnished,Shanta Sriram Constructions Pvt. Ltd.,Dukes Galaxy,Owner,1,2021-08-06,2021-08-01,620.0,12258.064516129032
10200000.0,Kondapur,Apartment,3,Resale,Semi-Furnished,,,Owner,3,2021-08-13,2021-08-01,1700.0,6000.0
6500000.0,Hafeez Baba Nagar North Hafiz Baba Nagar,Residential House,4,New Property,Unfurnished,,,Owner,1,2021-08-10,2021-08-01,100.0,65000.0
8315000.0,Puppalaguda,Apartment,2,Resale,Semi-Furnished,,,Owner,1,2021-08-08,2021-08-01,1245.0,6678.714859437751
7800000.0,Manikonda,Apartment,2,Resale,Unfurnished,,,Owner,11,2021-05-15,2021-08-01,1080.0,7222.222222222223
9100001.0,Khaja Guda,Apartment,2,New Property,Unfurnished,,,Owner,Ground,2021-08-16,2021-08-01,1335.0,6816.480149812734
8500000.0,Silpa Park,Apartment,3,Resale,Semi-Furnished,Gauthami Developers,Pranav Surya Planet,Owner,2,2021-07-27,2021-08-01,1660.0,5120.481927710844
9500000.0,Alkapur Township Manikonda,Apartment,2,Resale,Unfurnished,,,Owner,4,2021-08-08,2021-08-01,1370.0,6934.306569343065
14000000.0,Manchirevula,Apartment,3,Resale,Unfurnished,EIPL Group,EIPL Rivera,Owner,5,2021-08-12,2021-08-01,2225.0,6292.134831460674
7800000.0,Gachibowli,Apartment,2,Resale,Unfurnished,,,Owner,5,2021-08-14,2021-08-01,1156.0,6747.404844290658
14400000.0,Kothaguda,Apartment,3,Resale,Semi-Furnished,,,Owner,5,2021-08-13,2021-08-01,1600.0,9000.0
5000000.0,Sai Nagar-Peerzadiguda,Apartment,2,Resale,Unfurnished,,,Owner,2,2021-08-13,2021-08-01,1029.0,4859.086491739553
6000000.0,Hyder Shah Kote Chevella Road,Apartment,2,Resale,Semi-Furnished,,,Owner,3,2021-08-14,2021-08-01,1325.0,4528.301886792453
5400000.0,Bachupally,Apartment,3,New Property,Unfurnished,,,Owner,1,2021-08-14,2021-08-01,1625.0,3323.076923076923
8400000.0,Kompally,Builder Floor Apartment,3,Resale,Unfurnished,,,Owner,3,2021-08-14,2021-08-01,1768.0,4751.131221719457
6900000.0,Srinagar Colony Old Malakpet ,Apartment,2,Resale,Semi-Furnished,,,Owner,Ground,2021-08-13,2021-08-01,1225.0,5632.65306122449
7500000.0,APHB Colony-Moula Ali Moula Ali Road,Residential House,2,Resale,Unfurnished,,,Owner,Ground,2021-08-14,2021-08-01,1000.0,7500.0
9200000.0,Attapur,Builder Floor Apartment,3,Resale,Semi-Furnished,,,Owner,1,2021-08-04,2021-08-01,1400.0,6571.428571428572
10500000.0,Gachibowli CUC,Apartment,2,Resale,Unfurnished,,,Owner,12,2021-08-04,2021-08-01,1283.0,8183.94388152767
5100000.0,Gajularamaram,Apartment,2,Resale,Semi-Furnished,,,Owner,3,2021-08-04,2021-08-01,1250.0,4080.0
8500000.0,Puppalaguda,Apartment,3,Resale,Unfurnished,,,Owner,Ground,2021-08-04,2021-08-01,1360.0,6250.0
11000000.0,Shaikpet,Apartment,3,Resale,Semi-Furnished,Concrete Constructions,Concrete Harmony,Owner,5,2021-08-11,2021-08-01,1545.0,7119.741100323625
12300000.0,Gandhi Nagar Kavadiguda ,Apartment,4,Resale,Semi-Furnished,Swaraj Homes Builders & Developer,Jal Vayu Towers,Owner,1,2021-08-07,2021-08-01,1650.0,7454.545454545455
12500000.0,Neredmet,Residential House,2,Resale,Unfurnished,,,Owner,Ground,2021-08-11,2021-08-01,1200.0,10416.666666666666
8500000.0,Moosarambagh ,Penthouse,4,Resale,Semi-Furnished,,,Owner,3,2021-08-07,2021-08-01,2080.0,4086.5384615384614
8000000.0,Kavadiguda ,Apartment,2,Resale,Semi-Furnished,,Sai Purnodaya Abode,Owner,3,2021-08-12,2021-08-01,1219.0,6562.756357670221
8500000.0,Nagaram,Residential House,4,Resale,Semi-Furnished,,,Owner,,2021-08-09,2021-08-01,1998.0,4254.254254254254
5400000.0,Nacharam,Apartment,3,Resale,Semi-Furnished,,,Owner,5,2021-08-09,2021-08-01,1260.0,4285.714285714285
8000000.0,Manikonda,Apartment,3,Resale,Semi-Furnished,,,Owner,1,2021-08-05,2021-08-01,1500.0,5333.333333333333
8750000.0,Hafeezpet ,Apartment,3,Resale,Semi-Furnished,,New Cyber Valley,Owner,5,2021-08-15,2021-08-01,1567.0,5583.918315252074
13500000.0,Malkajgiri,Residential House,7,Resale,Unfurnished,,,Owner,Ground,2021-08-15,2021-08-01,3000.0,4500.0
7000000.0,Neredmet,Apartment,3,Resale,Semi-Furnished,,,Owner,2,2021-07-30,2021-08-01,1700.0,4117.64705882353
6800000.0,BK Guda Sanjeeva Reddy Nagar ,Apartment,2,Resale,Semi-Furnished,,Sneha Residency,Owner,1,2021-08-05,2021-08-01,1100.0,6181.818181818182
12000000.0,Deepthisri Nagar ,Apartment,3,Resale,Furnished,,,Owner,3,2021-08-04,2021-08-01,1600.0,7500.0
8000000.0,,Apartment,2,Resale,Semi-Furnished,,,Owner,2,2021-07-23,2021-08-01,1125.0,7111.111111111111
7224000.0,Krishna Nagar Moula Ali,Apartment,3,Resale,Unfurnished,,,Owner,5,2021-08-05,2021-08-01,1296.0,5574.074074074074
3600000.0,Ghatkesar ,Apartment,2,Resale,Unfurnished,Laxmi Infrastructure,Bandari Blossoms,Owner,2,2021-07-22,2021-08-01,1000.0,3600.0
11000000.0,Serilingampally,Apartment,3,Resale,Semi-Furnished,,,Owner,4,2021-08-17,2021-08-01,2000.0,5500.0
4200000.0,Medipally,Apartment,2,Resale,Semi-Furnished,,,Owner,3,2021-08-18,2021-08-01,880.0,4772.727272727273
10300000.0,Kokapet,Apartment,2,New Property,Semi-Furnished,,,Owner,1,2021-08-18,2021-08-01,1463.0,7040.328092959672
4500000.0,HMT Swarnapuri Colony,Apartment,2,Resale,Unfurnished,,,Owner,5,2021-08-18,2021-08-01,1006.0,4473.161033797217
6300000.0,Pocharam ,Residential House,3,Resale,Semi-Furnished,,,Owner,1,2021-08-18,2021-08-01,1650.0,3818.181818181818
11500000.0,Ameerpet ,Apartment,3,Resale,Unfurnished,,,Owner,4,2021-08-01,2021-08-01,1627.0,7068.223724646588
12500000.0,Medipally,Residential House,2,New Property,Unfurnished,,,Owner,,2021-07-22,2021-08-01,150.0,83333.33333333333
6600000.0,Attapur,Apartment,2,Resale,Unfurnished,,,Owner,1,2021-08-06,,1283.0,5144.193296960249
