price,locality,property_type,bedrooms,brand_new,furnished_status,builder,project_name,user_type,floor,date_posted,move_in,area_sqft,price_persqft
5200000.0,,Apartment,3,Resale,Semi-Furnished,,,Owner,Ground,2021-08-07,2023-12-01,1080.0,4814.814814814815
7000000.0,KPHB Road,Apartment,2,New Property,Semi-Furnished,,,Owner,1,2021-08-07,2021-08-01,1200.0,5833.333333333333
2700000.0,Habsiguda ,Apartment,1,Resale,Furnished,,,Owner,2,2021-08-10,2021-08-01,634.0,4258.675078864353
4000000.0,Bandari Layout,Apartment,2,Resale,Semi-Furnished,,,Owner,4,2021-08-06,2021-08-01,975.0,4102.5641025641025
5400000.0,Narapally,Apartment,2,Resale,Unfurnished,,,Owner,2,2021-08-11,2021-08-01,1150.0,4695.652173913043
9500000.0,,Residential House,2,Resale,Semi-Furnished,,,Owner,,2021-08-05,2021-08-01,1600.0,5937.5
5417075.0,Hitech City,Apartment,3,Resale,Unfurnished,,,Owner,11,2021-08-07,2023-10-01,1039.0,5213.73917228104
5500000.0,Bapu Nagar-Sanjeeva Reddy Nagar Sanjeeva Reddy Nagar ,Residential House,4,New Property,Semi-Furnished,,,Owner,Lower Basement,2021-08-08,2021-08-01,360.0,15277.777777777777
14500000.0,Kompally,Villa,3,Resale,Furnished,,,Owner,,2021-08-05,2021-08-01,1170.0,12393.162393162393
4800000.0,Nizampet,Apartment,2,New Property,Unfurnished,,,Owner,2,2021-08-07,2021-08-01,1150.0,4173.913043478261
12300000.0,,Apartment,3,Resale,Unfurnished,,,Owner,6,2021-08-05,2021-11-01,2045.0,6014.6699266503665
9500000.0,,Villa,2,Resale,Unfurnished,,,Owner,,2021-08-05,2021-08-01,1350.0,7037.037037037037
4125000.0,,Apartment,2,Resale,Unfurnished,,,Owner,10,2021-08-05,2021-08-01,1250.0,3300.0
2000000.0,Isnapur,Apartment,2,Resale,Semi-Furnished,,,Owner,1,2021-08-07,2023-08-01,980.0,2040.8163265306123
8000000.0,Troop Bazaar Koti,Apartment,3,Resale,Furnished,,,Owner,4,2021-08-05,2021-08-01,1260.0,6349.206349206349
3500000.0,Meerpet,Apartment,1,Resale,Furnished,,,Owner,Ground,2021-08-05,2021-08-01,800.0,4375.0
8000000.0,Isnapur,Apartment,2,Resale,Unfurnished,,,Owner,2,2021-08-05,2023-08-01,2000.0,4000.0
6500000.0,Moosapet ,Apartment,2,Resale,Unfurnished,,,Owner,4,2021-08-05,2024-08-01,1295.0,5019.305019305019
9000000.0,,Residential House,2,Resale,Unfurnished,,,Owner,Ground,2021-08-06,2021-08-01,1584.0,5681.818181818182
6210000.0,Miyapur ,Apartment,2,Resale,Furnished,,,Owner,3,2021-06-22,,1200.0,5175.0
7500000.0,Chanda Nagar,Apartment,2,Resale,Furnished,,,Owner,4,2021-06-03,2021-08-01,1000.0,7500.0
6000000.0,Alwal,Apartment,2,Resale,Furnished,,,Owner,4,2021-07-31,2021-08-01,1300.0,4615.384615384615
4800000.0,,Apartment,2,Resale,Semi-Furnished,,,Owner,2,2021-08-10,2021-08-01,1080.0,4444.444444444444
5500000.0,Miyapur ,Apartment,2,Resale,Unfurnished,,,Owner,5,2021-08-11,,1200.0,4583.333333333333
4500000.0,Bachupally,Builder Floor Apartment,3,Resale,Unfurnished,,,Owner,5,2021-07-16,2021-08-01,1474.0,3052.9172320217094
3800000.0,,Apartment,2,Resale,Unfurnished,,,Owner,Ground,2021-06-22,2021-08-01,1175.0,3234.0425531914893
6500000.0,Manikonda,Apartment,2,Resale,Unfurnished,,,Owner,3,2021-08-03,2021-08-01,1150.0,5652.173913043478
7500000.0,Bachupally,Builder Floor Apartment,3,Resale,Unfurnished,,,Owner,5,2021-06-03,,1500.0,5000.0
12000000.0,Maruthi Nagar,Builder Floor Apartment,2,Resale,Semi-Furnished,,,Owner,Ground,2021-05-20,2021-08-01,1600.0,7500.0
2500000.0,,Apartment,2,Resale,Semi-Furnished,,,Owner,1,2021-06-03,2021-08-01,985.0,2538.0710659898477
8500000.0,Rampally,Residential House,4,Resale,Unfurnished,,,Owner,,2021-05-20,2021-08-01,134.0,63432.835820895525
4500000.0,Gayatri Nagar Medbowli Inner Ring Road,Builder Floor Apartment,2,Resale,Semi-Furnished,,,Owner,1,2021-08-16,2021-08-01,840.0,5357.142857142857
5500000.0,,Residential House,3,Resale,Furnished,,,Owner,3,2021-06-03,2021-08-01,1500.0,3666.6666666666665
6700000.0,Kukatpally ,Apartment,2,Resale,Semi-Furnished,,,Owner,6,2021-06-20,2021-08-01,930.0,7204.301075268817
12500000.0,Beeramguda Ramachandra Puram ,Residential House,4,Resale,Semi-Furnished,,,Owner,,2021-08-14,2021-08-01,2000.0,6250.0
11973000.0,Marredpally,Apartment,3,New Property,Unfurnished,,,Owner,,2021-07-20,2021-08-01,1535.0,7800.0
11500000.0,Hayathnagar ,Residential House,3,Resale,Unfurnished,,,Owner,2,2021-05-30,2021-08-01,1200.0,9583.333333333334
4200000.0,Medchal,Apartment,2,Resale,Unfurnished,,,Owner,1,2021-08-15,2021-08-01,1300.0,3230.769230769231
5300000.0,Narsingi,Builder Floor Apartment,2,Resale,Semi-Furnished,,,Owner,4,2021-08-13,2021-08-01,1150.0,4608.695652173913
14500000.0,Hitech City,Apartment,3,Resale,Semi-Furnished,,,Owner,1,2021-08-13,2021-08-01,2015.0,7196.029776674938
4800000.0,Nizampet,Apartment,2,Resale,Semi-Furnished,,,Owner,Ground,2021-05-31,2021-08-01,1150.0,4173.913043478261
4500000.0,Mayur Marg,Apartment,2,Resale,Semi-Furnished,,,Owner,Ground,2021-05-13,2021-08-01,982.0,4582.4847250509165
14000000.0,Seetaphalmandi,Residential House,3,Resale,Unfurnished,,,Owner,,2021-08-13,2021-08-01,165.0,84848.48484848485
8200000.0,Navodaya Colony-Kukatpally,Apartment,2,Resale,Furnished,,,Owner,2,2021-07-26,2021-08-01,1135.0,7224.669603524229
3800000.0,,Residential House,2,Resale,Furnished,,,Owner,,2021-08-09,2021-08-01,900.0,4222.222222222223
6800000.0,,Apartment,2,Resale,Furnished,,,Owner,5,2021-06-23,2021-08-01,1145.0,5938.864628820961
8270000.0,Kokapet,Apartment,2,Resale,,,,Owner,,2021-06-03,,1200.0,6891.666666666667
4032000.0,Suraram,Builder Floor Apartment,2,Resale,Unfurnished,,,Owner,4,2021-06-30,2021-08-01,1120.0,3600.0
7500000.0,Serilingampally,Apartment,2,Resale,Furnished,,,Owner,Upper Basement,2021-04-23,2021-08-01,1300.0,5769.2307692307695
3000000.0,Medchal,Apartment,2,Resale,Unfurnished,,,Owner,1,2021-07-20,,1000.0,3000.0
5500000.0,Budwel,Residential House,4,Resale,Unfurnished,,,Owner,1,2021-06-07,2021-08-01,900.0,6111.111111111111
9500000.0,Charlapally Central Jail Cherlapalli,Residential House,2,Resale,Furnished,,,Owner,2,2021-08-09,2021-08-01,1400.0,6785.714285714285
6900000.0,,Apartment,3,Resale,Semi-Furnished,,,Owner,2,2021-05-21,2021-08-01,1475.0,4677.966101694915
7760000.0,Miyapur ,Apartment,3,Resale,Furnished,,,Owner,1,2021-06-23,,1500.0,5173.333333333333
10300000.0,Telecom Nagar Gachibowli,Apartment,2,Resale,Semi-Furnished,,,Owner,7,2021-07-27,2021-08-01,1178.0,8743.633276740238
6599000.0,Yellamma Banda Jagadgiri Gutta,Residential House,2,Resale,Unfurnished,,,Owner,1,2021-06-04,2021-08-01,80.0,82487.5
4600000.0,,Apartment,2,Resale,Semi-Furnished,,,Owner,3,2021-05-21,2021-08-01,1130.0,4070.7964601769913
7500000.0,Ahmadguda Secunderabad,Residential House,7,Resale,Unfurnished,,,Owner,Ground,2021-05-21,,117.0,64102.5641025641
8000000.0,Almasguda,Residential House,2,Resale,Unfurnished,,,Owner,Ground,2021-05-21,2021-08-01,1030.0,7766.9902912621355
6050000.0,Miyapur ,Apartment,2,Resale,,,,Owner,,2021-05-19,2021-08-01,1200.0,5041.666666666667
5300000.0,Ragannaguda,Residential House,2,Resale,Unfurnished,,,Owner,,2021-06-03,,153.0,34640.52287581699
6730000.0,Alkapur Township Manikonda,Apartment,2,Resale,,,,Owner,1,2021-07-08,2021-08-01,1200.0,5608.333333333333
5200000.0,Pragathi Nagar Kukatpally,Apartment,3,Resale,Semi-Furnished,,,Owner,2,2021-06-03,2021-08-01,1475.0,3525.423728813559
5600000.0,Shivam Rd,Apartment,2,Resale,Furnished,,,Owner,5,2021-04-22,2021-08-01,850.0,6588.235294117647
12500000.0,Ibrahimpatnam Road,Villa,3,Resale,Furnished,,,Owner,,2021-06-25,2021-08-01,2900.0,4310.3448275862065
2500000.0,,Apartment,1,Resale,Unfurnished,,,Owner,1,2021-04-23,2021-08-01,672.0,3720.2380952380954
8000000.0,Chandanagar ,Apartment,2,Resale,Furnished,,,Owner,2,2021-05-19,2021-08-01,1250.0,6400.0
5600000.0,Malakpet ,Apartment,2,Resale,Furnished,MJR Infrastructure Pvt. Ltd.,Sri Nilayam,Owner,3,2021-08-03,2021-08-01,1165.0,4806.8669527897
3300000.0,Ghatkesar ,Apartment,2,Resale,Unfurnished,,,Owner,3,2021-07-17,,1050.0,3142.8571428571427
6000000.0,Balaji Colony Nizampet,Apartment,2,Resale,Unfurnished,Shreya Constructions Pvt. Ltd.,Shriya Ambience,Owner,1,2021-07-20,2021-08-01,995.0,6030.150753768844
11000000.0,Manneguda,Residential House,3,Resale,Unfurnished,,,Owner,,2021-07-22,2021-08-01,2300.0,4782.608695652174
5500000.0,Rampally,Residential House,2,Resale,Semi-Furnished,,,Owner,,2021-07-31,2021-08-01,1300.0,4230.7692307692305
8000000.0,Janachaitanya colony Hyderabad Expressway,Apartment,2,Resale,Semi-Furnished,,,Owner,3,2021-08-17,2021-08-01,1135.0,7048.458149779735
10000000.0,Kondapur,Apartment,2,Resale,Unfurnished,,,Owner,5,2021-06-20,2021-08-01,1500.0,6666.666666666667
3500000.0,Upperpally,Apartment,2,Resale,Semi-Furnished,,,Owner,3,2021-07-29,2021-08-01,930.0,3763.440860215054
4400000.0,Kukatpally ,Apartment,1,Resale,Unfurnished,,,Owner,2,2021-08-05,2021-08-01,630.0,6984.126984126984
12500000.0,Peerzadiguda ,Residential House,5,Resale,Semi-Furnished,,,Owner,,2021-08-08,2021-08-01,3750.0,3333.3333333333335
14500000.0,Kokapet,Apartment,3,Resale,Unfurnished,,,Owner,Ground,2021-05-17,2021-08-01,1945.0,7455.012853470437
6000000.0,,Apartment,3,Resale,Semi-Furnished,,,Owner,1,2021-08-15,2021-08-01,1500.0,4000.0
9600000.0,Muthangi ,Residential House,2,Resale,Semi-Furnished,,,Owner,3,2021-07-31,2021-08-01,134.0,71641.79104477612
14000000.0,Toli Chowki,Residential House,6,Resale,Semi-Furnished,,,Owner,,2021-07-31,2021-08-01,320.0,43750.0
6000000.0,,Residential House,2,Resale,Unfurnished,,,Owner,Ground,2021-06-22,2021-08-01,208.0,28846.153846153848
5500000.0,,Apartment,2,Resale,Semi-Furnished,,,Owner,1,2021-06-22,2021-08-01,1270.0,4330.708661417323
7210000.0,Madinaguda Hafeezpet ,Apartment,2,Resale,Semi-Furnished,,,Owner,4,2021-07-25,2021-08-01,1300.0,5546.153846153846
10720000.0,Kukatpally ,Apartment,3,Resale,Semi-Furnished,,,Owner,3,2021-07-31,2021-08-01,1600.0,6700.0
5500000.0,Alwal,Apartment,2,Resale,Semi-Furnished,,,Owner,2,2021-07-25,2021-08-01,1030.0,5339.805825242718
2800000.0,,Apartment,1,Resale,Furnished,,,Owner,2,2021-06-02,2021-08-01,663.0,4223.227752639517
10500000.0,,Residential House,3,Resale,Semi-Furnished,,,Owner,,2021-08-10,2021-08-01,177.0,59322.03389830508
6600000.0,,Apartment,2,Resale,Furnished,,,Owner,4,2021-06-02,2021-08-01,1205.0,5477.178423236514
7200000.0,Dundigal,Villa,2,Resale,Unfurnished,Vishal Projects Ltd.,Prakruthi Nivas,Owner,,2021-07-24,2021-08-01,150.0,48000.0
3000000.0,,Apartment,2,Resale,Semi-Furnished,,,Owner,1,2021-06-23,2021-08-01,776.0,3865.979381443299
5900000.0,Moula Ali,Apartment,3,Resale,Unfurnished,,,Owner,5,2021-04-23,2021-08-01,1441.0,4094.3789035392087
9000000.0,Saidabad,Builder Floor Apartment,3,Resale,Semi-Furnished,,,Owner,4,2021-08-12,2021-08-01,1450.0,6206.896551724138
5500000.0,Isnapur,Apartment,2,Resale,Furnished,,,Owner,5,2021-05-20,2021-08-01,1150.0,4782.608695652174
13500000.0,Jai Jawan Colony Secunderabad,Residential House,6,Resale,Unfurnished,,,Owner,,2021-06-04,,3150.0,4285.714285714285
13000000.0,Muthangi ,Residential House,5,Resale,Semi-Furnished,,,Owner,,2021-07-28,2021-08-01,135.0,96296.29629629629
5500000.0,Chandanagar ,Apartment,2,Resale,Unfurnished,,,Owner,1,2021-06-07,2021-08-01,1200.0,4583.333333333333
5850000.0,Madinaguda Hafeezpet ,Apartment,2,Resale,Unfurnished,,,Owner,4,2021-08-11,2021-08-01,1155.0,5064.935064935065
6500000.0,Karkhana,Apartment,3,Resale,Semi-Furnished,,,Owner,1,2021-08-13,2021-08-01,1300.0,5000.0
9990000.0,,Apartment,3,Resale,Furnished,,,Owner,5,2021-05-23,2021-08-01,1480.0,6750.0
13000000.0,,Apartment,3,Resale,Unfurnished,,,Owner,3,2021-07-16,2021-08-01,1438.0,9040.333796940195
3560000.0,Beeramguda Ramachandra Puram ,Apartment,2,Resale,Semi-Furnished,,,Owner,Ground,2021-06-23,2021-08-01,900.0,3955.5555555555557
13500000.0,Shaikpet,Apartment,3,Resale,Semi-Furnished,,,Owner,1,2021-06-23,2021-08-01,1700.0,7941.176470588235
4300000.0,Badangpet,Residential House,1,Resale,Unfurnished,,,Owner,,2021-08-03,2021-08-01,600.0,7166.666666666667
5530000.0,Nizampet,Apartment,2,Resale,,,,Owner,,2021-08-03,2021-08-01,1200.0,4608.333333333333
4200000.0,Nagaram,Apartment,2,Resale,Semi-Furnished,,,Owner,1,2021-06-23,2021-08-01,1100.0,3818.181818181818
10000000.0,Charminar Ghansi Bazaar,Builder Floor Apartment,3,Resale,Unfurnished,,,Owner,1,2021-08-08,2021-08-01,1800.0,5555.555555555556
8700000.0,Narsingi,Apartment,2,New Property,Unfurnished,,,Owner,5,2021-05-20,2023-04-01,1325.0,6566.037735849057
5000000.0,Bhagya Nagar Colony Secunderabad,Apartment,2,Resale,Furnished,,,Owner,2,2021-06-23,2021-08-01,1000.0,5000.0
4862720.0,Bachupally,Apartment,2,Resale,Unfurnished,,,Owner,8,2021-06-07,,1280.0,3799.0
8500000.0,Katedan Industrial Area ,Residential House,3,Resale,Unfurnished,,,Owner,Ground,2021-06-04,2021-08-01,266.0,31954.887218045114
7900000.0,,Villa,6,Resale,Furnished,,,Owner,,2021-06-03,2021-08-01,220.0,35909.09090909091
7500000.0,,Residential House,1,Resale,Furnished,,,Owner,1,2021-04-23,2021-08-01,102.0,73529.41176470589
6500000.0,Hyder Nagar ,Builder Floor Apartment,2,Resale,Unfurnished,,,Owner,1,2021-08-03,2021-08-01,1200.0,5416.666666666667
4540000.0,Gajularamaram,Apartment,2,Resale,Semi-Furnished,,,Owner,3,2021-07-31,2021-08-01,1000.0,4540.0
3500000.0,,Builder Floor Apartment,2,Resale,Semi-Furnished,,,Owner,Ground,2021-08-10,2021-08-01,750.0,4666.666666666667
6800000.0,Financial District Nanakram Guda,Apartment,2,Resale,Unfurnished,,,Owner,1,2021-08-06,2021-08-01,980.0,6938.775510204082
2000000.0,Hyderabad Expressway,Apartment,1,Resale,Unfurnished,,,Owner,3,2021-07-31,2021-08-01,500.0,4000.0
6900000.0,Kalyan Nagar-Moti Nagar,Builder Floor Apartment,3,Resale,Semi-Furnished,,,Owner,2,2021-08-17,2021-08-01,1280.0,5390.625
3500000.0,Sri Venkateshwara Colony,Apartment,2,Resale,Furnished,,SVRS Swabhiman Apartments,Owner,3,2021-08-16,2021-08-01,760.0,4605.263157894737
6000000.0,Sikh Village ,Builder Floor Apartment,2,Resale,Unfurnished,,,Owner,2,2021-06-03,2021-08-01,1000.0,6000.0
3500000.0,,Apartment,2,Resale,Semi-Furnished,,,Owner,2,2021-06-25,2021-08-01,900.0,3888.8888888888887
5500000.0,Gandhi Nagar Kavadiguda ,Apartment,2,Resale,Semi-Furnished,,,Owner,3,2021-07-17,2021-08-01,800.0,6875.0
4500000.0,,Apartment,3,Resale,Semi-Furnished,,,Owner,3,2021-06-07,2021-08-01,1350.0,3333.3333333333335
8500000.0,Mailardevpally,Residential House,2,Resale,Unfurnished,,,Owner,,2021-06-07,2021-08-01,125.0,68000.0
7750000.0,Gachibowli,Apartment,2,Resale,Unfurnished,,,Owner,9,2021-06-25,2021-08-01,1060.0,7311.320754716981
7000000.0,Bhavani Nagar Colony Peeramcheru,Apartment,3,New Property,Furnished,,,Owner,2,2021-08-01,2021-08-01,1568.0,4464.285714285715
4200000.0,Nizampet,Apartment,2,Resale,Semi-Furnished,,,Owner,Ground,2021-06-07,2021-08-01,1180.0,3559.322033898305
14000000.0,BHEL Employees Co-operative Housing Society Jeedimetla ,Residential House,2,Resale,Semi-Furnished,,,Owner,Ground,2021-06-08,2021-08-01,1800.0,7777.777777777777
5498750.0,Velimela,Apartment,2,Resale,Semi-Furnished,,,Owner,17,2021-07-26,2021-08-01,200.0,27493.75
9500000.0,Kurmaguda Srisailam Highway,Villa,3,Resale,Furnished,,,Owner,,2021-06-07,2021-08-01,1305.0,7279.693486590038
3300000.0,Padmanagar Phase I Quthbullapur,Apartment,2,Resale,Semi-Furnished,,,Owner,4,2021-07-21,2021-08-01,770.0,4285.714285714285
5500000.0,Muthawalliguda,Residential House,2,Resale,Semi-Furnished,,,Owner,,2021-06-27,2021-08-01,125.0,44000.0
3500000.0,Madannapet,Apartment,2,Resale,Semi-Furnished,,,Owner,2,2021-06-27,2021-08-01,780.0,4487.179487179487
10500000.0,Sangareddy,Apartment,2,Resale,Unfurnished,,,Owner,1,2021-06-27,2021-08-01,2101.0,4997.6201808662545
4500000.0,Shameerpet,Apartment,2,Resale,Unfurnished,,,Owner,2,2021-07-30,2023-04-01,980.0,4591.836734693878
8500000.0,Budwel,Residential House,2,Resale,Unfurnished,,,Owner,1,2021-07-30,2021-08-01,1000.0,8500.0
8000000.0,Jam Bagh,Builder Floor Apartment,3,Resale,Furnished,,,Owner,2,2021-07-30,2021-08-01,1300.0,6153.846153846154
10500000.0,Nagole,Apartment,2,Resale,Unfurnished,,,Owner,16,2021-04-27,2021-08-01,1450.0,7241.379310344828
14000000.0,Khaja Guda,Apartment,3,Resale,Unfurnished,,,Owner,3,2021-07-21,2021-08-01,1836.0,7625.272331154684
5700000.0,Santosh Nagar,Apartment,3,Resale,Furnished,,,Owner,5,2021-07-05,2021-08-01,1270.0,4488.188976377953
7000000.0,Borabanda,Residential House,3,Resale,Unfurnished,,,Owner,,2021-05-28,2021-08-01,110.0,63636.36363636364
5500000.0,Pragathi Nagar Kukatpally,Apartment,2,Resale,Furnished,,,Owner,Ground,2021-07-21,2021-08-01,1500.0,3666.6666666666665
6500000.0,Nizampet,Apartment,2,New Property,Semi-Furnished,,,Owner,2,2021-06-27,2021-08-01,1150.0,5652.173913043478
5800000.0,Chitkul,Apartment,2,Resale,Unfurnished,,,Owner,Ground,2021-08-09,2021-08-01,1220.0,4754.098360655737
7200000.0,Hafiz Baba Nagar,Residential House,3,Resale,Unfurnished,,,Owner,,2021-06-28,2021-08-01,918.0,7843.137254901961
2600000.0,APHB Colony-Moula Ali Moula Ali Road,Residential House,1,Resale,Unfurnished,,,Owner,Ground,2021-07-27,2021-08-01,50.0,52000.0
2800000.0,,Apartment,2,Resale,Unfurnished,,,Owner,3,2021-04-28,2021-08-01,797.0,3513.1744040150566
10000000.0,Old Bowenpally,Apartment,3,Resale,Furnished,,,Owner,3,2021-07-23,2021-08-01,1523.0,6565.988181221273
6000000.0,Badangpet,Residential House,3,Resale,Semi-Furnished,,,Owner,,2021-07-12,2021-08-01,140.0,42857.142857142855
5250000.0,Miyapur ,Apartment,2,New Property,Unfurnished,,,Owner,3,2021-08-09,2021-08-01,1100.0,4772.727272727273
4300000.0,,Apartment,2,Resale,Semi-Furnished,,,Owner,4,2021-04-28,2021-08-01,1050.0,4095.2380952380954
6500000.0,,Apartment,3,Resale,Semi-Furnished,,,Owner,1,2021-07-23,2021-08-01,1470.0,4421.768707482993
5500000.0,Nizampet,Apartment,2,Resale,Furnished,,,Owner,3,2021-06-28,2021-08-01,1153.0,4770.164787510841
5400000.0,Bachupally,Builder Floor Apartment,2,Resale,Furnished,,,Owner,2,2021-04-28,2021-08-01,1335.0,4044.9438202247193
4800000.0,Nizampet,Apartment,2,Resale,Semi-Furnished,,,Owner,1,2021-06-11,2021-08-01,1055.0,4549.763033175355
9000000.0,Yousufguda ,Residential House,6,Resale,Unfurnished,,,Owner,,2021-07-23,2021-08-01,150.0,60000.0
8500000.0,Hastinapuram,Apartment,3,Resale,Unfurnished,,,Owner,4,2021-05-29,2021-08-01,2260.0,3761.0619469026547
7500000.0,Manikonda,Apartment,3,Resale,Furnished,,,Owner,5,2021-07-21,2021-08-01,1580.0,4746.835443037975
4000000.0,,Apartment,2,Resale,Semi-Furnished,,,Owner,2,2021-05-29,2021-08-01,800.0,5000.0
6000000.0,,Apartment,2,Resale,Unfurnished,,,Owner,3,2021-05-29,2021-08-01,1140.0,5263.1578947368425
10700000.0,,Villa,3,Resale,Unfurnished,,,Owner,,2021-07-21,,1800.0,5944.444444444444
4800000.0,Gajularamaram,Apartment,2,Resale,Semi-Furnished,,,Owner,2,2021-07-15,2021-08-01,1150.0,4173.913043478261
11000000.0,Gopanapalli,Apartment,3,Resale,Unfurnished,,,Owner,2,2021-06-10,,2000.0,5500.0
3900000.0,Kistareddypet,Apartment,2,Resale,Unfurnished,,,Owner,3,2021-08-10,2021-08-01,1050.0,3714.285714285714
4300000.0,,Residential House,2,Resale,Semi-Furnished,,,Owner,Ground,2021-05-28,2021-08-01,100.0,43000.0
13500000.0,Kistareddypet,Residential House,2,Resale,Unfurnished,,,Owner,1,2021-08-02,2021-08-01,150.0,90000.0
3700000.0,,Apartment,2,Resale,Unfurnished,,,Owner,2,2021-06-10,2021-08-01,1100.0,3363.6363636363635
6400000.0,Bandlaguda Jagir,Apartment,2,Resale,Furnished,,,Owner,8,2021-05-28,2021-08-01,1310.0,4885.496183206107
5500000.0,BN Reddy Nagar ,Builder Floor Apartment,2,Resale,Furnished,,,Owner,1,2021-07-05,2021-08-01,950.0,5789.473684210527
8000000.0,Manikonda,Apartment,4,Resale,Unfurnished,,,Owner,4,2021-05-28,2021-08-01,2000.0,4000.0
2800000.0,Mohan Nagar Kothapet,Apartment,2,Resale,Semi-Furnished,,,Owner,Ground,2021-06-10,2021-08-01,750.0,3733.3333333333335
4700000.0,,Apartment,2,Resale,Unfurnished,,,Owner,1,2021-06-27,2021-08-01,1050.0,4476.190476190476
13000000.0,Gandi Maisamma,Residential House,5,Resale,Unfurnished,,,Owner,Ground,2021-06-10,2021-08-01,3400.0,3823.529411764706
11500000.0,Narsingi,Apartment,2,Resale,Unfurnished,,,Owner,5,2021-06-10,2021-08-01,1314.0,8751.902587519025
5300000.0,Moosapet ,Apartment,2,Resale,Semi-Furnished,,,Owner,2,2021-06-10,2021-08-01,910.0,5824.175824175824
4000000.0,Nandigama,Apartment,2,Resale,Unfurnished,,,Owner,Lower Basement,2021-04-27,2021-08-01,152.0,26315.78947368421
11000000.0,Almasguda,Residential House,2,Resale,Unfurnished,,,Owner,,2021-05-28,2021-08-01,150.0,73333.33333333333
4500000.0,Bachupally,Apartment,2,Resale,Furnished,,,Owner,Ground,2021-06-28,2021-08-01,1075.0,4186.046511627907
14000000.0,Bowrampet,Villa,3,New Property,Semi-Furnished,,,Owner,,2021-08-09,2021-08-01,1660.0,8433.734939759037
11000000.0,,Residential House,2,Resale,Furnished,,,Owner,,2021-06-10,2021-08-01,133.0,82706.76691729324
4550000.0,Kakatiya Hills Nizampet,Apartment,2,New Property,Unfurnished,,,Owner,Ground,2021-05-28,2021-08-01,1150.0,3956.521739130435
3500000.0,,Apartment,> 10,Resale,Unfurnished,,,Owner,1,2021-06-27,2021-08-01,,
2600000.0,,Apartment,2,Resale,Semi-Furnished,,,Owner,4,2021-06-10,2021-08-01,1500.0,1733.3333333333333
3700000.0,Bachupally,Apartment,2,Resale,Unfurnished,,,Owner,1,2021-06-10,2021-08-01,1100.0,3363.6363636363635
7700000.0,AG Colony Upparpally,Builder Floor Apartment,2,Resale,Semi-Furnished,,,Owner,4,2021-06-28,2021-08-01,1150.0,6695.652173913043
8000000.0,Venkataramana Colony Secunderabad,Builder Floor Apartment,3,Resale,Furnished,,,Owner,5,2021-05-28,,1850.0,4324.324324324324
5500000.0,Ibrahimpatnam Road,Residential House,2,Resale,Unfurnished,,,Owner,,2021-05-28,2021-08-01,1800.0,3055.5555555555557
7500000.0,Malakpet ,Builder Floor Apartment,3,Resale,Furnished,,,Owner,4,2021-07-15,2021-08-01,1260.0,5952.380952380952
3878000.0,Rajendra Nagar,Apartment,2,Resale,Unfurnished,,,Owner,5,2021-06-10,2021-08-01,1008.0,3847.222222222222
6500000.0,Triveni nagar,Villa,2,Resale,Furnished,,,Owner,,2021-06-10,2021-08-01,1200.0,5416.666666666667
8000000.0,,Villa,2,Resale,Semi-Furnished,,,Owner,,2021-05-28,2021-08-01,1200.0,6666.666666666667
5000000.0,,Apartment,3,Resale,Unfurnished,,,Owner,Ground,2021-07-23,2021-08-01,1450.0,3448.2758620689656
6800000.0,Saidabad,Builder Floor Apartment,3,Resale,Furnished,,,Owner,5,2021-05-28,2021-08-01,1359.0,5003.679175864606
12000000.0,Kondapur,Apartment,3,Resale,Unfurnished,,,Owner,8,2021-05-28,2021-08-01,1800.0,6666.666666666667
5200000.0,,Apartment,2,Resale,Unfurnished,,,Owner,2,2021-06-10,2021-08-01,1100.0,4727.272727272727
4500000.0,Kowkur,Apartment,2,Resale,Semi-Furnished,,,Owner,3,2021-06-10,2021-08-01,1000.0,4500.0
9500000.0,Khaja Guda,Apartment,2,Resale,Semi-Furnished,,Jains Carlton Creek Phase II,Owner,2,2021-06-10,2021-08-01,1053.0,9021.842355175688
6860000.0,Suchitra Circle,Apartment,3,Resale,Furnished,,,Owner,5,2021-07-21,2021-08-01,1350.0,5081.481481481482
7380000.0,Kukatpally ,Apartment,2,Resale,Unfurnished,,,Owner,3,2021-06-10,2021-08-01,1100.0,6709.090909090909
6000000.0,Manikonda,Builder Floor Apartment,2,Resale,Semi-Furnished,,,Owner,3,2021-06-28,2021-08-01,1058.0,5671.077504725898
1700000.0,Langar Houz,Builder Floor Apartment,1,Resale,Unfurnished,,,Owner,2,2021-05-28,2021-08-01,540.0,3148.1481481481483
2400000.0,Phool Bagh Madannapet,Residential House,2,New Property,Unfurnished,,,Owner,Ground,2021-05-28,2021-08-01,60.0,40000.0
3500000.0,,Apartment,2,Resale,Unfurnished,,,Owner,1,2021-05-28,2021-08-01,1100.0,3181.818181818182
13500000.0,Panchasheel Enclave Secunderabad,Apartment,3,Resale,Furnished,,,Owner,5,2021-07-17,2021-08-01,1450.0,9310.344827586207
4500000.0,Nizampet,Apartment,3,Resale,Semi-Furnished,,,Owner,2,2021-06-10,2021-08-01,1365.0,3296.703296703297
6000000.0,,Apartment,2,Resale,Unfurnished,,,Owner,8,2021-07-29,,1295.0,4633.204633204633
6227500.0,Kompally,Apartment,2,Resale,Unfurnished,,,Owner,5,2021-06-27,2021-08-01,1175.0,5300.0
6500000.0,,Residential House,2,New Property,Unfurnished,,,Owner,Ground,2021-05-28,2021-08-01,1250.0,5200.0
